dbn,name,schoolyear,fl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Total Grads - % of cohort,Total Regents - % of cohort,Advanced Regents - % of cohort,Regents w/o Advanced - % of cohort,Local - % of cohort,Still Enrolled - % of cohort,Dropped Out - % of cohort
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,20082009,69.2,174,3.4,14.4,0.0,87.4,10.9,1.1,50.0,50.0,,,,,,,
18K589,ARTS & MEDIA PREPARATORY ACADEMY,20082009,66.7,141,0.7,16.3,0.0,88.7,7.8,0.0,53.2,46.8,,,,,,,
18K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,20082009,73.6,179,3.9,10.6,0.6,89.9,6.7,1.7,51.4,48.6,,,,,,,
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND ME,20082009,60.0,80,3.8,18.8,1.3,81.3,13.8,2.5,71.3,28.8,,,,,,,
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,20082009,60.0,79,2.5,17.7,1.3,82.3,15.2,0.0,53.2,46.8,,,,,,,
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,20082009,60.0,113,3.5,8.8,0.9,79.6,16.8,1.8,24.8,75.2,,,,,,,
18K635,OLYMPUS ACADEMY,20082009,60.0,149,3.4,5.4,0.7,84.6,10.7,4.0,51.7,48.3,,,,,,,
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,20082009,60.0,61,6.6,26.2,1.6,80.3,14.8,3.3,54.1,45.9,,,,,,,
18K642,URBAN ACTION ACADEMY,20082009,60.0,108,3.7,12.0,0.0,77.8,19.4,0.9,57.4,42.6,,,,,,,
19K007,PS 007 ABRAHAM LINCOLN,20082009,83.3,925,19.2,8.0,10.2,14.4,72.6,1.1,48.3,51.7,,,,,,,
19K013,PS 013 ROBERTO CLEMENTE,20082009,81.1,582,10.0,15.3,1.5,65.5,32.3,0.3,49.7,50.3,,,,,,,
19K065,THE LITTLE RED SCHOOL HOUSE,20082009,85.0,560,17.9,7.3,9.6,22.0,65.9,0.5,49.1,50.9,,,,,,,
19K072,PS 072 ANNETTE P GOLDMAN,20082009,84.7,787,7.0,21.0,2.5,61.1,33.9,1.5,49.3,50.7,,,,,,,
19K089,PS 089 CYPRESS HILLS,20082009,81.6,258,41.9,12.8,1.6,12.0,84.9,0.8,48.8,51.2,,,,,,,
19K108,PS 108 SAL ABBRACCIAMENTO,20082009,88.2,964,14.0,8.5,7.4,23.8,67.6,0.6,50.6,49.4,,,,,,,
19K149,PS 149 DANNY KAYE,20082009,93.1,802,8.4,9.6,1.1,67.3,29.9,0.9,48.8,51.2,,,,,,,
19K158,PS 158 WARWICK,20082009,83.8,602,5.5,13.6,0.2,56.3,41.7,1.0,51.8,48.2,,,,,,,
19K159,PS 159 ISAAC PITKIN,20082009,77.3,912,11.1,13.3,19.6,54.6,23.8,0.9,52.1,47.9,,,,,,,
19K166,JHS 166 GEORGE GERSHWIN,20082009,86.2,543,5.5,21.4,0.7,76.8,21.7,0.7,54.1,45.9,,,,,,,
19K171,I S 171 ABRAHAM LINCOLN,20082009,79.8,850,20.2,12.0,9.8,12.7,75.2,1.5,48.6,51.4,,,,,,,
19K174,PS 174 DUMONT,20082009,80.3,471,5.3,14.2,0.2,66.7,30.6,1.3,53.7,46.3,,,,,,,
19K190,PS 190 SHEFFIELD,20082009,89.7,322,1.6,22.0,0.0,80.4,18.0,1.6,55.6,44.4,,,,,,,
19K202,PS 202 ERNEST S JENKYNS,20082009,88.9,1022,6.5,11.0,0.9,68.3,29.7,0.4,50.7,49.3,,,,,,,
19K213,PS 213 NEW LOTS,20082009,94.8,468,3.8,13.2,0.2,79.9,18.6,0.4,53.6,46.4,,,,,,,
19K214,PS 214 MICHAEL FRIEDSAM,20082009,84.1,1060,16.1,10.6,40.0,20.4,36.6,1.9,51.0,49.0,,,,,,,
19K218,JHS 218 JAMES P SINNOTT,20082009,78.6,803,10.3,16.8,16.1,45.6,35.5,1.9,51.8,48.2,,,,,,,
19K224,PS 224 HALE A WOODRUFF,20082009,84.0,837,5.9,10.6,2.5,73.8,22.7,1.0,49.5,50.5,,,,,,,
19K260,PS 260 BREUCKELEN,20082009,70.9,403,5.2,14.4,0.7,75.2,22.6,1.0,49.9,50.1,,,,,,,
19K273,PS 273 WORTMAN,20082009,72.4,475,1.5,17.3,0.8,80.6,17.5,0.2,50.7,49.3,,,,,,,
19K290,PS 290 JUAN MOREL CAMPOS,20082009,88.7,590,19.2,7.1,3.2,24.6,65.3,0.8,51.9,48.1,,,,,,,
19K292,JHS 292 MARGARET S DOUGLAS,20082009,79.3,706,6.7,18.6,2.7,61.5,34.1,1.1,51.6,48.4,,,,,,,
19K302,JHS 302 RAFAEL CORDERO,20082009,94.6,953,17.3,17.0,4.7,33.4,60.7,0.7,50.2,49.8,,,,,,,
19K306,PS 306 ETHAN ALLEN,20082009,80.8,695,4.6,17.6,0.6,74.4,23.5,1.0,54.0,46.0,,,,,,,
19K311,ESSENCE SCHOOL,20082009,65.3,254,2.4,13.8,1.6,80.7,16.9,0.4,45.3,54.7,,,,,,,
19K328,PS 328 PHYLLIS WHEATLEY,20082009,99.8,591,10.2,14.7,0.5,61.4,36.7,1.2,53.5,46.5,,,,,,,
19K345,PS 345 PATROLMAN ROBERT BOLDEN,20082009,93.1,732,11.5,13.7,3.6,49.9,44.0,1.9,52.3,47.7,,,,,,,
19K346,PS 346 ABE STARK,20082009,64.4,782,1.9,14.6,2.3,73.9,19.8,3.3,48.7,51.3,,,,,,,
19K364,I S 364 GATEWAY,20082009,61.3,394,1.3,13.2,2.3,73.1,19.0,5.1,53.6,46.4,,,,,,,
19K409,EAST NEW YORK FAMILY ACADEMY,20082009,69.2,452,0.0,7.3,1.1,62.6,34.3,1.1,42.7,57.3,81.7,61.7,1.7,60.0,20.0,15.0,0.0
19K420,FRANKLIN K LANE HIGH SCHOOL,20082009,67.6,1787,33.9,8.5,8.3,24.0,65.2,2.1,51.9,48.1,28.9,16.5,3.0,13.5,12.4,40.5,28.6
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,20082009,90.8,227,0.4,5.3,1.3,86.8,11.0,0.9,46.3,53.7,,,,,,,
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,20082009,73.5,396,3.3,14.1,1.0,79.3,18.2,0.5,73.2,26.8,50.0,23.5,0.0,23.5,26.5,39.7,10.3
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,20082009,62.2,426,4.9,14.1,0.5,75.4,21.8,0.7,53.3,46.7,42.2,32.5,2.4,30.1,9.6,36.1,18.1
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,20082009,62.3,422,2.4,15.4,0.2,77.7,18.5,0.7,43.1,56.9,76.3,71.1,3.9,67.1,5.3,18.4,5.3
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SC,20082009,63.8,381,2.9,13.1,1.8,78.2,15.7,0.8,31.5,68.5,68.4,45.9,8.2,37.8,22.4,23.5,7.1
19K583,MULTICULTURAL HIGH SCHOOL,20082009,90.9,213,87.3,1.4,0.5,1.9,96.7,0.5,48.8,51.2,,,,,,,
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH,20082009,60.7,1591,1.8,12.1,4.5,69.3,24.1,1.2,79.6,20.4,61.1,38.0,22.6,15.4,23.1,24.9,9.1
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,20082009,60.0,96,15.6,15.6,7.3,34.4,49.0,7.3,61.5,38.5,,,,,,,
19K639,BROOKLYN LAB SCHOOL,20082009,60.0,104,4.8,18.3,5.8,36.5,53.8,1.0,52.9,47.1,,,,,,,
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,20082009,62.4,320,9.4,9.4,13.4,15.9,65.0,3.1,45.3,54.7,,,,,,,
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIG,20082009,76.9,987,4.8,19.3,1.2,70.7,26.0,0.9,31.4,68.6,39.0,18.3,3.8,14.6,20.7,32.4,23.5
20K030,IS 30 MARY WHITE OVINGTON,20082009,62.5,320,7.8,7.2,20.3,2.2,24.7,52.5,47.5,52.5,,,,,,,
20K048,PS 048 MAPELTON,20082009,77.5,618,21.5,10.8,54.0,1.5,17.0,27.0,50.5,49.5,,,,,,,
20K062,JHS 062 THE DITMAS,20082009,84.0,1147,19.8,17.5,19.1,38.6,33.0,8.9,56.5,43.5,,,,,,,
20K069,PS 69,20082009,84.7,834,45.6,10.1,72.8,1.0,13.9,12.2,52.3,47.7,,,,,,,
20K102,PS 102 THE BAYVIEW,20082009,60.4,1154,12.0,14.0,16.8,2.3,27.8,52.4,51.5,48.5,,,,,,,
20K104,PS 104 THE FORT HAMILTON,20082009,46.1,1284,9.3,6.8,17.1,6.1,21.8,54.2,50.5,49.5,,,,,,,
20K105,PS 105 THE BLYTHEBOURNE,20082009,80.1,1383,39.6,8.4,85.2,0.1,7.2,7.4,51.9,48.1,,,,,,,
20K112,PS 112 LEFFERTS PARK,20082009,65.9,446,11.7,10.3,49.6,0.4,21.7,28.0,49.3,50.7,,,,,,,
20K127,PS 127 MCKINLEY PARK,20082009,72.4,386,13.2,16.1,14.5,1.3,22.8,61.4,51.0,49.0,,,,,,,
20K160,PS 160 WILLIAM T. SAMPSON,20082009,85.7,824,59.0,5.3,69.2,2.3,19.9,8.6,50.6,49.4,,,,,,,
20K163,PS 163 BATH BEACH,20082009,62.2,481,16.4,17.7,32.8,1.2,24.7,41.2,56.8,43.2,,,,,,,
20K164,PS 164 CAESAR RODNEY,20082009,86.6,470,19.6,22.6,21.3,1.5,60.2,16.0,48.7,51.3,,,,,,,
20K170,PS 170 LEXINGTON,20082009,75.0,818,29.5,10.3,34.6,1.5,19.2,44.3,52.0,48.0,,,,,,,
20K176,PS 176 OVINGTON,20082009,67.8,1130,17.0,10.6,53.2,0.6,19.2,26.7,49.7,50.3,,,,,,,
20K179,PS 179 KENSINGTON,20082009,84.3,906,33.1,8.8,37.0,4.6,30.2,26.8,53.1,46.9,,,,,,,
20K180,PS 180 HOMEWOOD,20082009,51.2,1035,17.3,14.1,38.4,2.7,16.9,42.0,53.0,47.0,,,,,,,
20K185,PS 185 WALTER KASSENBROCK,20082009,39.8,818,11.2,8.1,14.8,0.9,14.1,69.9,52.0,48.0,,,,,,,
20K186,PS 186 DR. IRVING A GLADSTONE,20082009,63.6,865,20.7,12.5,40.0,0.7,22.3,36.6,53.8,46.2,,,,,,,
20K187,I S 187,20082009,50.3,950,1.9,4.2,62.6,0.8,5.7,30.7,49.5,50.5,,,,,,,
20K192,PS 192 BROOKLYN,20082009,79.0,534,31.6,30.3,20.6,3.7,52.1,22.8,56.7,43.3,,,,,,,
20K200,PS 200 BENSON SCHOOL,20082009,62.1,1255,13.0,7.6,30.7,2.1,19.4,47.5,51.1,48.9,,,,,,,
20K201,JHS 201 THE DYKER HEIGHTS,20082009,51.4,1628,7.3,10.5,43.4,0.7,17.4,38.5,54.2,45.8,,,,,,,
20K204,PS 204 VINCE LOMBARDI,20082009,62.3,981,11.3,7.1,36.3,0.2,12.0,51.2,50.9,49.1,,,,,,,
20K205,PS 205 CLARION,20082009,76.9,917,27.6,18.4,45.5,1.7,21.9,29.4,51.0,49.0,,,,,,,
20K220,JHS 220 JOHN J PERSHING,20082009,88.5,1275,30.9,14.0,41.3,2.0,49.6,7.1,52.9,47.1,,,,,,,
20K223,JHS 223 THE MONTAUK,20082009,87.5,637,27.6,19.9,27.0,11.0,41.3,20.4,54.8,45.2,,,,,,,
20K227,JHS 227 EDWARD B SHALLOW,20082009,82.2,1354,21.6,15.2,52.3,1.8,26.2,19.7,54.8,45.2,,,,,,,
20K229,PS 229 DYKER,20082009,40.8,660,8.2,9.7,45.2,0.6,9.1,44.8,52.4,47.6,,,,,,,
20K247,PS 247 BROOKLYN,20082009,68.7,684,17.1,8.5,44.2,0.7,12.1,43.0,47.4,52.6,,,,,,,
20K259,JHS 259 WILLIAM MCKINLEY,20082009,73.4,1389,16.5,9.8,42.4,2.1,28.4,26.7,53.3,46.7,,,,,,,
20K445,NEW UTRECHT HIGH SCHOOL,20082009,38.6,2818,19.6,13.9,25.9,8.5,32.8,32.5,56.6,43.4,59.2,47.1,17.0,30.0,12.2,29.1,9.3
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNO,20082009,67.4,1255,4.5,15.5,18.2,11.8,52.8,16.5,55.0,45.0,76.8,67.5,43.2,24.4,9.2,14.0,6.6
20K490,FORT HAMILTON HIGH SCHOOL,20082009,25.9,4210,20.7,9.5,27.4,5.1,33.9,33.4,54.4,45.6,57.8,46.1,16.7,29.4,11.7,23.8,17.5
20K503,THE SCHOOL OF DISCOVERY,20082009,87.5,806,39.3,12.4,15.5,1.4,79.9,3.2,49.8,50.2,,,,,,,
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,20082009,56.7,3425,36.6,10.4,37.2,9.0,35.0,18.5,57.2,42.8,48.1,39.3,17.2,22.1,8.8,24.3,26.3
20K506,THE SCHOOL OF JOURNALISM AND TECHNOLOGY,20082009,87.5,748,24.2,11.5,17.6,0.7,78.3,2.9,52.4,47.6,,,,,,,
20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,20082009,79.5,148,7.4,8.8,30.4,32.4,25.7,11.5,0.0,100.0,,,,,,,
21K090,PS 90 EDNA COHEN SCHOOL,20082009,78.6,497,19.9,24.7,10.1,17.3,52.7,18.7,45.1,54.9,,,,,,,
21K095,PS 095 THE GRAVESEND,20082009,63.8,1006,17.0,14.5,27.4,9.2,34.8,28.0,50.3,49.7,,,,,,,
21K096,IS 096 SETH LOW,20082009,68.1,1101,15.1,14.1,34.1,17.8,19.3,28.5,50.2,49.8,,,,,,,
21K097,PS 097 THE HIGHLAWN,20082009,57.6,767,20.1,11.2,51.8,1.0,16.6,29.9,48.1,51.9,,,,,,,
21K098,IS 98 BAY ACADEMY,20082009,32.1,1051,1.0,4.6,21.2,12.3,8.4,57.8,46.1,53.9,,,,,,,
21K099,PS 099 ISAAC ASIMOV,20082009,76.2,708,16.5,15.0,35.7,15.4,23.3,25.1,50.6,49.4,,,,,,,
21K100,PS 100 THE CONEY ISLAND,20082009,65.6,684,11.1,13.2,3.8,7.0,7.9,81.0,49.9,50.1,,,,,,,
21K101,PS 101 THE VERRAZANO,20082009,63.9,854,15.6,10.8,58.9,0.9,14.5,25.4,54.1,45.9,,,,,,,
21K121,PS 121 NELSON A ROCKEFELLER,20082009,69.9,256,9.4,15.6,16.0,4.7,40.2,38.3,51.2,48.8,,,,,,,
21K128,PS 128 BENSONHURST,20082009,67.2,362,20.7,15.7,29.0,1.9,21.8,47.2,55.5,44.5,,,,,,,
21K153,PS 153 HOMECREST,20082009,75.0,543,23.9,16.2,37.0,2.2,22.5,37.4,53.0,47.0,,,,,,,
21K177,PS 177 THE MARLBORO,20082009,71.8,861,24.0,12.1,32.5,1.2,27.6,38.7,51.0,49.0,,,,,,,
21K188,PS 188 MICHAEL E BERDY,20082009,82.4,589,4.2,18.3,8.8,48.6,30.7,11.2,48.7,51.3,,,,,,,
21K199,PS 199 FREDERICK WACHTEL,20082009,65.4,507,22.9,17.8,31.8,2.4,16.8,48.3,53.3,46.7,,,,,,,
21K209,PS 209 MARGARET MEAD,20082009,60.8,678,20.2,15.8,29.5,5.2,18.0,47.2,50.3,49.7,,,,,,,
21K212,PS 212 LADY DEBORAH MOODY,20082009,66.4,575,10.6,18.4,25.9,19.7,28.3,25.4,47.7,52.3,,,,,,,
21K215,PS 215 MORRIS H WEISS,20082009,49.6,681,9.0,14.0,22.2,5.0,24.4,46.5,48.2,51.8,,,,,,,
21K216,PS 216 ARTURO TOSCANINI,20082009,63.7,458,10.7,17.7,21.0,5.5,16.6,57.0,50.7,49.3,,,,,,,
21K225,PS 225 THE EILEEN E ZAGLIN,20082009,66.5,924,35.6,19.2,17.1,3.6,28.7,49.8,53.8,46.2,,,,,,,
21K226,PS 226 ALFRED DE B.MASON,20082009,71.1,788,18.7,20.6,28.9,2.4,27.0,41.2,52.9,47.1,,,,,,,
21K228,IS 228 DAVID A BOODY,20082009,63.0,919,11.1,12.0,32.2,19.3,20.6,28.0,56.1,43.9,,,,,,,
21K238,PS 238 ANNE SULLIVAN,20082009,80.4,523,24.9,25.0,17.4,7.3,45.7,29.4,52.2,47.8,,,,,,,
21K239,IS 239 MARK TWAIN,20082009,29.2,1291,1.1,4.0,30.7,8.4,5.6,55.1,45.7,54.3,,,,,,,
21K253,PS 253 OCEAN VIEW,20082009,86.1,603,22.4,12.1,36.3,0.7,48.6,11.9,50.7,49.3,,,,,,,
21K281,IS 281 JOSEPH B CAVALLARO,20082009,61.7,1313,10.4,12.0,39.2,11.6,20.4,28.7,51.3,48.7,,,,,,,
21K288,PS 288 THE SHIRLEY TANYHILL,20082009,86.8,563,10.7,25.4,1.2,52.2,40.3,5.0,50.3,49.7,,,,,,,
21K303,IS 303 HERBERT S. EISENBERG,20082009,64.1,748,8.4,9.6,17.9,16.6,25.5,40.0,46.5,53.5,,,,,,,
21K329,PS 329 SURFSIDE,20082009,80.9,600,2.2,18.3,4.5,61.0,23.5,10.8,51.2,48.8,,,,,,,
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,20082009,92.4,307,78.2,0.7,16.3,32.2,35.5,16.0,58.3,41.7,,,,,,,
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,20082009,70.4,430,8.8,7.2,10.7,30.0,27.0,31.9,45.3,54.7,,,,,,,
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,20082009,76.5,339,2.4,15.0,2.9,63.7,23.3,9.7,83.5,16.5,,,,,,,
21K400,LAFAYETTE HIGH SCHOOL,20082009,47.6,324,35.2,13.6,26.2,39.8,21.9,10.8,54.3,45.7,42.2,26.3,9.1,17.2,15.9,27.5,26.6
21K410,ABRAHAM LINCOLN HIGH SCHOOL,20082009,47.7,2552,12.7,11.8,16.2,35.9,22.2,24.6,57.3,42.7,45.1,35.6,12.6,23.0,9.5,27.5,24.4
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,20082009,69.1,238,2.5,10.1,7.1,26.5,20.2,46.2,47.5,52.5,,,,,,,
21K525,EDWARD R. MURROW HIGH SCHOOL,20082009,28.8,3888,6.8,11.8,26.5,26.7,15.0,31.4,41.1,58.9,72.9,67.8,41.4,26.4,5.1,15.6,9.7
21K540,JOHN DEWEY HIGH SCHOOL,20082009,38.6,2972,12.7,9.4,33.4,30.6,20.8,14.6,47.0,53.0,51.2,45.8,21.0,24.8,5.4,35.0,12.1
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,20082009,88.2,121,5.0,16.5,4.1,41.3,37.2,16.5,53.7,46.3,,,,,,,
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEAD,20082009,78.3,108,27.8,15.7,14.8,27.8,44.4,13.0,57.4,42.6,,,,,,,
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION,20082009,60.4,1443,2.2,17.0,2.7,76.2,16.4,4.2,81.4,18.6,46.4,32.6,5.4,27.2,13.8,31.9,18.1
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,20082009,49.2,842,5.5,19.4,11.0,11.6,19.7,57.5,48.1,51.9,56.7,44.0,19.3,24.7,12.7,24.7,14.7
21K728,LIBERATION DIPLOMA PLUS,20082009,85.4,172,0.6,8.7,5.8,47.7,28.5,18.0,52.3,47.7,4.0,2.0,0.0,2.0,2.0,94.0,0.0
22K014,JHS 014 SHELL BANK,20082009,75.7,722,11.5,25.6,10.7,63.4,17.0,8.9,53.5,46.5,,,,,,,
22K052,PS 052 SHEEPSHEAD BAY,20082009,65.4,765,11.6,15.4,6.1,23.5,15.7,54.1,53.6,46.4,,,,,,,
22K078,JHS 078 ROY H MANN,20082009,56.9,1154,3.4,18.4,2.9,71.5,7.8,15.5,50.1,49.9,,,,,,,
22K109,PS 109,20082009,83.9,705,11.9,14.9,1.0,78.0,19.7,1.1,46.5,53.5,,,,,,,
22K119,PS 119 AMERSFORT,20082009,64.2,505,5.7,8.3,9.7,76.2,11.9,1.8,52.3,47.7,,,,,,,
22K134,K134,20082009,92.1,427,9.4,12.6,17.3,41.0,27.6,13.1,44.0,56.0,,,,,,,
22K139,PS 139 ALEXINE A. FENTY,20082009,77.1,1106,20.6,10.3,17.6,40.9,31.2,9.6,50.0,50.0,,,,,,,
22K152,SCHOOL OF SCIENCE & TECHNOLOGY,20082009,74.0,842,9.5,9.4,9.4,69.1,16.5,4.6,51.1,48.9,,,,,,,
22K193,PS 193 GIL HODGES,20082009,63.4,804,10.6,12.3,16.5,51.6,13.4,17.8,51.9,48.1,,,,,,,
22K194,PS 194 RAOUL WALLENBERG,20082009,82.3,447,10.1,18.6,17.4,47.2,25.7,8.7,47.7,52.3,,,,,,,
22K195,PS 195 MANHATTAN BEACH,20082009,15.9,373,5.4,9.4,1.3,4.3,1.6,92.8,53.6,46.4,,,,,,,
22K197,PS 197 BROOKLYN,20082009,61.4,482,15.8,25.9,13.7,26.1,19.7,40.2,49.2,50.8,,,,,,,
22K198,PS 198 BROOKLYN,20082009,61.6,680,2.6,13.4,1.8,92.1,4.3,0.7,53.2,46.8,,,,,,,
22K203,PS 203 FLOYD BENNETT,20082009,73.9,929,4.0,16.1,2.9,83.5,9.4,4.0,49.1,50.9,,,,,,,
22K206,PS 206 JOSEPH F LAMB,20082009,62.0,1336,9.8,8.8,45.9,6.4,8.2,39.4,50.5,49.5,,,,,,,
22K207,PS 207 ELIZABETH C LEARY,20082009,35.9,1091,2.6,11.6,8.6,30.2,12.7,46.3,52.7,47.3,,,,,,,
22K217,PS 217 COLONEL DAVID MARCUS SCHOOL,20082009,78.0,1277,18.8,15.9,51.3,14.7,21.7,11.4,51.4,48.6,,,,,,,
22K222,PS 222 KATHERINE R SNYDER,20082009,40.2,856,3.5,18.7,16.2,21.3,12.6,48.6,50.9,49.1,,,,,,,
22K234,JHS 234 ARTHUR W CUNNINGHAM,20082009,60.0,1792,5.4,7.6,29.2,18.4,11.6,40.6,52.2,47.8,,,,,,,
22K236,PS 236 MILL BASIN,20082009,27.8,631,3.6,13.8,4.3,24.4,7.3,64.0,50.7,49.3,,,,,,,
22K240,ANDRIES HUDDE,20082009,46.0,1246,5.9,10.1,13.8,72.6,9.2,3.9,51.1,48.9,,,,,,,
22K245,PS 245,20082009,55.3,188,8.5,16.0,0.5,81.9,13.3,0.0,47.3,52.7,,,,,,,
22K251,PS 251 PAEDERGAT,20082009,74.4,647,6.3,16.8,4.0,81.5,10.5,3.6,47.3,52.7,,,,,,,
22K254,PS 254 DAG HAMMARSKJOLD,20082009,64.9,605,12.2,7.6,38.5,7.9,10.1,43.1,46.4,53.6,,,,,,,
22K255,PS 255 BARBARA REING SCHOOL,20082009,62.2,733,20.3,16.8,23.9,7.0,14.5,54.4,54.3,45.7,,,,,,,
22K269,PS 269 NOSTRAND,20082009,81.6,521,10.6,17.7,1.5,88.7,7.1,2.3,48.8,51.2,,,,,,,
22K277,PS 277 GERRITSEN BEACH,20082009,37.4,435,1.1,15.9,4.1,5.1,9.0,81.4,50.8,49.2,,,,,,,
22K278,JHS 278 MARINE PARK,20082009,60.6,1036,4.0,15.2,5.5,55.8,12.5,24.0,49.9,50.1,,,,,,,
22K312,PS 312 BERGEN BEACH,20082009,34.9,914,2.4,16.1,3.6,31.3,6.7,57.7,52.0,48.0,,,,,,,
22K315,P.S. 315 DIST 22.,20082009,81.3,841,9.0,10.3,4.6,73.2,18.5,2.6,46.5,53.5,,,,,,,
22K326,PS 326,20082009,66.2,274,11.7,9.1,10.6,71.9,9.9,5.1,48.5,51.5,,,,,,,
22K361,P.S. 361,20082009,87.6,656,6.6,11.7,1.7,86.6,8.8,2.6,50.6,49.4,,,,,,,
22K381,I. S. 381,20082009,60.5,438,5.0,13.7,6.8,62.8,15.3,14.8,47.9,52.1,,,,,,,
22K405,MIDWOOD HIGH SCHOOL,20082009,19.9,3758,2.8,4.8,29.2,38.0,10.2,22.4,45.4,54.6,79.4,72.2,48.9,23.3,7.2,15.1,5.1
22K425,JAMES MADISON HIGH SCHOOL,20082009,28.9,3406,8.2,9.8,17.5,23.3,15.4,43.6,53.9,46.1,66.0,51.6,22.5,29.1,14.4,19.4,14.0
22K495,SHEEPSHEAD BAY HIGH SCHOOL,20082009,34.0,2450,14.0,11.6,10.3,65.1,16.3,6.9,50.1,49.9,49.7,26.0,4.9,21.1,23.7,29.8,18.4
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,20082009,21.3,1007,0.1,5.5,12.4,13.9,7.5,66.0,42.3,57.7,83.8,74.9,42.5,32.4,8.9,11.2,5.0
22K555,BROOKLYN COLLEGE ACADEMY,20082009,43.9,603,0.2,1.8,2.2,83.6,10.6,2.8,34.3,65.7,94.2,75.0,19.2,55.8,19.2,5.0,0.8
23K041,PS 041 FRANCIS WHITE,20082009,80.7,722,3.0,17.7,0.6,76.7,21.3,0.6,50.4,49.6,,,,,,,
23K073,PS 073 THOMAS S. BOYLAND,20082009,85.5,573,3.3,17.6,0.9,87.4,10.1,0.5,51.5,48.5,,,,,,,
23K137,PS 137 RACHEL JEAN MITCHELL,20082009,77.5,390,5.4,18.7,1.0,80.3,16.2,1.5,50.8,49.2,,,,,,,
23K150,PS 150 CHRISTOPHER,20082009,92.6,544,6.6,21.7,0.6,71.3,26.5,1.1,55.7,44.3,,,,,,,
23K155,PS 155 NICHOLAS HERKIMER,20082009,87.9,586,11.4,20.0,1.0,60.4,37.9,0.7,46.2,53.8,,,,,,,
23K156,PS 156 WAVERLY,20082009,90.4,877,2.1,8.1,0.7,83.2,15.2,0.2,49.6,50.4,,,,,,,
23K165,PS 165 IDA POSNER,20082009,90.0,656,1.1,15.9,0.2,90.2,8.2,0.9,56.3,43.8,,,,,,,
23K178,PS 178 ST.CLAIR MCKELWAY,20082009,76.3,639,3.1,14.4,0.3,85.8,12.2,0.6,53.5,46.5,,,,,,,
23K184,PS 184 NEWPORT,20082009,86.4,511,2.2,19.8,0.2,80.0,18.4,0.6,57.9,42.1,,,,,,,
23K284,PS 284 LEW WALLACE,20082009,80.4,590,3.4,21.2,0.0,80.8,17.6,0.0,53.1,46.9,,,,,,,
23K298,PS 298 DR. BETTY SHABAZZ,20082009,97.9,539,2.4,21.2,0.4,86.3,12.1,0.6,47.3,52.7,,,,,,,
23K323,PS/IS 323,20082009,76.4,588,2.0,19.9,0.0,84.0,15.3,0.5,49.8,50.2,,,,,,,
23K327,PS 327 DR. ROSE B. ENGLISH,20082009,80.6,748,3.1,15.8,1.1,82.4,15.4,1.1,47.2,52.8,,,,,,,
23K332,PS 332 CHARLES H HOUSTON,20082009,86.4,558,3.9,18.1,0.5,65.6,32.3,1.3,52.3,47.7,,,,,,,
23K392,IS 392,20082009,80.1,303,,1.3,3.6,81.5,12.9,0.7,42.6,57.4,,,,,,,
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,20082009,62.8,573,0.5,9.9,2.8,85.2,10.8,0.3,48.3,51.7,76.9,33.8,4.6,29.2,43.1,21.5,1.5
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,20082009,69.7,431,0.5,12.3,0.7,89.8,7.7,0.9,44.3,55.7,67.3,49.0,12.2,36.7,18.4,28.6,3.1
23K518,KAPPA V,20082009,80.5,263,0.4,21.3,1.1,89.4,8.7,0.4,47.1,52.9,,,,,,,
