dbn,name,schoolyear,fl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,female_per,Total Grads - % of cohort,Total Regents - % of cohort,Advanced Regents - % of cohort,Regents w/o Advanced - % of cohort,Local - % of cohort,Still Enrolled - % of cohort,Dropped Out - % of cohort
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,20082009,72.8,389,7.7,17.7,1.8,41.9,53.7,2.6,40.1,59.9,56.6,41.0,0.0,41.0,15.7,20.5,20.5
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECH,20082009,79.0,522,12.5,14.4,2.7,36.4,58.6,1.3,59.0,41.0,39.5,26.6,1.6,25.0,12.9,35.5,23.4
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,20082009,82.7,440,10.0,18.6,2.3,40.2,56.4,0.7,40.7,59.3,34.2,21.1,1.3,19.7,13.2,32.9,31.6
10X440,DEWITT CLINTON HIGH SCHOOL,20082009,61.6,4388,19.8,11.5,6.0,26.0,64.8,2.4,48.1,51.9,51.5,39.0,14.3,24.7,12.6,33.5,12.6
10X442,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,20082009,69.6,364,4.4,9.1,0.5,29.9,67.9,1.4,38.5,61.5,58.3,34.7,4.2,30.6,23.6,37.5,4.2
10X445,BRONX HIGH SCHOOL OF SCIENCE,20082009,12.6,2808,0.0,0.3,61.4,4.1,7.5,26.7,56.4,43.6,98.3,98.3,97.5,0.8,0.0,1.3,0.3
10X475,JOHN F. KENNEDY HIGH SCHOOL,20082009,64.3,1617,23.6,19.5,1.7,31.2,63.9,2.8,64.4,35.6,45.4,13.5,1.7,11.8,31.9,33.2,16.2
10X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH,20082009,71.0,1483,14.8,15.9,1.3,32.1,63.9,1.8,37.0,63.0,36.3,21.1,3.9,17.2,15.2,31.6,28.9
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIE,20082009,86.1,428,30.8,3.0,13.8,18.0,61.2,6.5,44.9,55.1,87.0,73.09999999999998,18.5,54.6,13.9,9.3,3.7
10X512,INDIVIDUAL PATHWAYS,20082009,94.9,48,31.3,2.1,2.1,27.1,68.8,2.1,47.9,52.1,,,,,,,
10X546,BRONX THEATRE HIGH SCHOOL,20082009,77.1,415,7.5,10.6,0.5,35.2,61.9,2.4,27.7,72.3,58.0,30.0,3.0,27.0,28.0,25.0,16.0
10X549,DISCOVERY HIGH SCHOOL,20082009,77.7,448,14.7,19.2,2.0,27.0,69.4,0.7,48.7,51.3,61.5,29.7,4.4,25.3,31.9,26.4,8.8
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEG,20082009,25.3,346,,1.2,13.9,18.8,25.1,41.0,55.5,44.5,94.3,94.3,90.8,3.4,0.0,5.7,0.0
11X016,PS 016 WAKEFIELD,20082009,67.2,650,4.2,17.1,8.6,59.8,25.1,1.7,55.8,44.2,,,,,,,
11X019,PS 019 JUDITH K. WEISS,20082009,37.4,505,2.4,17.0,3.8,9.3,19.4,64.6,52.9,47.1,,,,,,,
11X021,PS 021 PHILLIP H SHERIDAN,20082009,78.3,856,4.2,17.1,1.2,73.8,23.4,0.8,51.4,48.6,,,,,,,
11X041,PS 041 GUN HILL RD,20082009,85.1,881,11.1,14.9,1.0,61.1,35.5,1.6,52.2,47.8,,,,,,,
11X068,PS 068 BRONX,20082009,94.0,770,3.6,13.4,1.4,83.0,13.6,0.8,51.6,48.4,,,,,,,
11X076,PS 076 THE BENNINGTON SCHOOL,20082009,83.5,1102,11.5,11.4,3.5,50.9,42.5,2.7,50.8,49.2,,,,,,,
11X078,PS 078 ANNE HUTCHINSON,20082009,75.5,778,3.7,13.8,0.8,77.0,19.5,1.2,52.3,47.7,,,,,,,
11X083,PS 083 DONALD HERTZ,20082009,63.3,1599,9.3,15.3,11.7,12.1,49.8,24.6,51.1,48.9,,,,,,,
11X087,PS 087 BRONX,20082009,73.4,521,0.6,17.3,3.5,75.6,18.0,0.4,54.5,45.5,,,,,,,
11X089,PS 089 BRONX,20082009,77.7,1313,18.0,20.0,10.3,26.7,45.4,14.9,54.2,45.8,,,,,,,
11X096,PS 096 RICHARD RODGERS,20082009,70.5,1005,7.8,14.4,5.3,21.4,58.4,12.8,51.2,48.8,,,,,,,
11X097,PS 097 BRONX,20082009,57.9,729,4.3,14.3,9.1,43.6,32.6,13.0,53.4,46.6,,,,,,,
11X103,PS 103 HECTOR FONTANEZ,20082009,78.4,1077,18.1,15.7,2.6,55.1,38.5,1.6,51.3,48.7,,,,,,,
11X105,PS 105 SEN ABRAHAM BERNSTEIN,20082009,69.0,1484,20.0,15.6,10.0,13.3,64.5,11.5,51.7,48.3,,,,,,,
11X106,PS 106 PARKCHESTER,20082009,76.5,1243,13.2,13.1,24.9,32.9,40.2,0.9,49.0,51.0,,,,,,,
11X108,PS 108 PHILIP J ABINANTI,20082009,48.5,593,3.4,12.0,13.5,9.3,39.5,33.1,50.1,49.9,,,,,,,
11X111,PS 111 SETON FALLS,20082009,75.9,650,11.4,22.6,0.8,65.1,33.5,0.3,50.2,49.8,,,,,,,
11X112,PS 112 BRONXWOOD,20082009,87.0,587,8.2,17.5,0.7,53.5,44.0,1.0,50.3,49.7,,,,,,,
11X121,PS 121 THROOP,20082009,63.6,847,4.5,12.4,4.7,60.8,30.3,1.9,48.3,51.7,,,,,,,
11X127,JHS 127 THE CASTLE HILL,20082009,78.6,709,8.2,18.9,14.1,36.1,46.1,3.0,54.6,45.4,,,,,,,
11X142,JHS 142 JOHN PHILIP SOUSA,20082009,73.0,1034,5.0,21.5,1.7,69.5,25.9,0.8,52.8,47.2,,,,,,,
11X144,JHS 144 MICHELANGELO,20082009,68.7,1090,4.7,20.2,2.6,69.3,24.2,2.8,53.4,46.6,,,,,,,
11X153,PS. 153 HELLEN KELLER,20082009,46.1,580,3.1,23.4,5.2,60.0,25.2,4.0,50.5,49.5,,,,,,,
11X160,PS 160 WALT DISNEY,20082009,41.2,491,4.1,31.2,1.2,63.5,31.8,2.6,51.5,48.5,,,,,,,
11X175,PS 175 CITY ISLAND,20082009,32.8,385,2.6,11.9,4.2,7.8,26.5,61.0,54.3,45.7,,,,,,,
11X178,PS 178 DR SELMAN WAXMAN,20082009,53.1,473,4.9,22.0,0.6,66.4,29.4,2.5,53.1,46.9,,,,,,,
11X180,I S 180 DANIEL HALE WILLIAMS,20082009,47.8,681,2.8,24.8,4.1,65.1,27.8,1.9,49.6,50.4,,,,,,,
11X181,I S 181 PABLO CASALS,20082009,45.7,581,3.3,27.0,4.8,57.7,32.9,4.1,52.8,47.2,,,,,,,
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,20082009,78.0,431,11.1,14.4,2.8,48.7,43.4,2.1,49.2,50.8,,,,,,,
11X194,P.S./I.S. 194,20082009,92.2,1307,11.6,11.2,23.1,13.0,59.4,4.2,52.8,47.2,,,,,,,
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,20082009,71.8,354,9.3,8.8,5.6,48.0,44.1,0.6,30.5,69.5,80.3,71.8,7.0,64.8,8.5,5.6,14.1
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION,20082009,75.0,450,5.1,13.6,1.8,52.7,43.6,1.3,39.3,60.7,67.7,25.8,0.0,25.8,41.9,17.2,14.0
11X265,BRONX LAB SCHOOL,20082009,78.8,423,6.9,11.1,1.9,41.6,55.6,0.9,53.9,46.1,85.7,50.0,0.0,50.0,35.7,12.2,2.0
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A,20082009,79.1,546,5.5,12.3,1.8,56.8,39.4,0.5,51.5,48.5,,,,,,,
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,20082009,80.8,521,8.8,12.5,2.9,63.5,31.7,1.0,58.9,41.1,,,,,,,
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,20082009,78.6,490,5.9,13.3,3.3,38.6,56.3,1.0,81.6,18.4,87.1,52.9,52.9,0.0,34.1,10.6,2.4
11X287,THE FORWARD SCHOOL,20082009,71.1,348,3.4,19.8,0.6,68.4,29.0,1.4,41.4,58.6,,,,,,,
11X288,COLLEGIATE INSTITUTE OF MATH AND SCIENCE,20082009,66.1,463,2.6,11.0,6.5,38.4,47.1,6.9,53.8,46.2,82.4,69.2,20.9,48.4,13.2,16.5,1.1
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,20082009,65.9,482,1.5,12.9,4.4,68.0,25.5,1.0,51.7,48.3,,,,,,,
11X290,BRONX ACADEMY OF HEALTH CAREERS,20082009,69.7,483,4.6,14.1,3.3,53.2,40.4,1.7,26.7,73.3,58.8,52.5,6.3,46.3,6.3,25.0,15.0
11X299,ASTOR COLLEGIATE ACADEMY,20082009,62.0,439,7.3,16.2,3.6,41.7,42.8,10.9,55.4,44.6,83.2,32.6,5.3,27.4,50.5,16.8,0.0
11X322,ASPIRE PREPARATORY SCHOOL,20082009,68.2,547,10.8,12.8,8.2,30.7,51.0,9.1,53.6,46.4,,,,,,,
11X326,BRONX GREEN MIDDLE SCHOOL,20082009,81.2,473,15.4,14.4,6.6,23.3,60.5,9.3,52.4,47.6,,,,,,,
11X370,SCHOOL OF DIPLOMACY,20082009,63.0,308,6.8,18.5,2.3,66.2,29.2,1.3,55.8,44.2,,,,,,,
11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,20082009,60.5,1462,18.1,22.2,5.7,35.0,47.8,10.1,59.1,40.9,34.6,15.9,0.0,15.9,18.7,38.6,21.3
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,20082009,68.7,367,5.4,21.0,1.1,38.7,52.3,7.9,57.5,42.5,61.5,26.0,1.0,25.0,35.4,20.8,6.3
11X455,HARRY S TRUMAN HIGH SCHOOL,20082009,40.9,2372,7.1,23.1,2.2,55.3,40.5,0.9,57.8,42.2,52.7,41.9,0.1,41.8,10.7,27.2,15.5
11X513,NEW WORLD HIGH SCHOOL,20082009,82.7,274,74.1,0.4,6.2,8.4,72.6,12.0,47.1,52.9,77.9,46.5,19.8,26.7,31.4,18.6,2.3
11X514,SPORTS PROFESSIONS HIGH SCHOOL,20082009,57.3,330,10.9,19.7,1.2,40.3,55.8,2.1,79.1,20.9,77.2,26.6,2.5,24.1,50.6,20.3,1.3
11X541,GLOBAL ENTERPRISE HIGH SCHOOL,20082009,74.1,457,13.6,16.2,2.2,39.4,54.7,2.6,58.0,42.0,48.9,12.5,0.0,12.5,36.4,36.4,14.8
11X542,PELHAM PREPARATORY ACADEMY,20082009,63.5,478,2.3,8.8,4.0,41.0,42.5,5.9,45.6,54.4,85.6,60.8,16.5,44.3,24.7,6.2,7.2
11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,20082009,79.5,463,9.9,19.2,2.2,43.8,51.2,0.6,50.5,49.5,85.2,70.4,23.5,46.9,14.8,9.9,4.9
11X545,BRONX AEROSPACE ACADEMY,20082009,77.7,405,18.3,17.5,2.2,28.9,66.7,2.0,82.0,18.0,97.3,58.9,0.0,58.9,38.4,1.4,1.4
12X006,PS 006 WEST FARMS,20082009,82.7,752,15.8,20.1,0.3,23.7,74.5,0.3,52.5,47.5,,,,,,,
12X044,PS 044 DAVID C FARRAGUT,20082009,80.2,370,9.7,24.9,0.0,36.2,62.7,0.5,51.1,48.9,,,,,,,
12X047,PS 047 JOHN RANDOLPH,20082009,85.9,1151,20.9,11.5,7.0,28.4,60.2,1.7,51.1,48.9,,,,,,,
12X050,PS 050 CLARA BARTON,20082009,95.8,565,14.0,24.2,0.5,31.9,67.4,0.2,55.0,45.0,,,,,,,
12X057,PS 057 CRESCENT,20082009,91.5,455,16.7,13.2,0.2,27.3,70.5,1.3,48.4,51.6,,,,,,,
12X061,PS 061 FRANCISCO OLLER,20082009,90.4,356,5.9,15.4,0.0,26.1,73.0,0.6,51.7,48.3,,,,,,,
12X066,PS 066 SCH OF HIGHER EXPECTAT,20082009,91.8,589,23.1,16.8,0.0,25.3,73.7,0.5,50.3,49.7,,,,,,,
12X067,PS 067 MOHEGAN SCHOOL,20082009,89.4,729,14.3,17.6,0.4,22.8,76.0,0.3,47.5,52.5,,,,,,,
12X092,PS 092 BRONX,20082009,85.6,537,23.5,24.2,1.3,28.1,69.3,1.1,52.5,47.5,,,,,,,
12X098,JHS 098 HERMAN RIDDER,20082009,96.4,429,15.9,19.3,4.0,30.8,63.2,0.7,52.7,47.3,,,,,,,
12X102,PS 102 JOSEPH O LORETAN,20082009,86.7,1033,19.6,20.5,4.2,27.7,63.7,2.2,53.7,46.3,,,,,,,
12X129,PS 129 TWIN PARKS UPPER,20082009,72.7,522,13.8,21.1,1.3,35.4,62.8,0.2,51.9,48.1,,,,,,,
12X134,PS 134 GEORGE F BRISTOW,20082009,96.8,666,11.9,17.1,0.2,44.4,54.5,0.2,50.9,49.1,,,,,,,
12X150,PS 150 CHARLES JAMES FOX,20082009,93.6,769,24.7,17.0,0.5,19.1,79.5,0.3,51.5,48.5,,,,,,,
12X190,IS 190,20082009,81.3,234,8.5,26.9,0.4,29.5,69.2,0.9,54.3,45.7,,,,,,,
12X195,PS 195,20082009,84.0,474,22.8,17.1,1.5,22.2,75.5,0.2,48.7,51.3,,,,,,,
12X196,PS 196,20082009,87.2,506,15.4,20.2,2.0,23.3,73.1,0.4,49.6,50.4,,,,,,,
12X197,PS 197,20082009,85.6,573,26.0,10.5,2.4,21.5,75.0,0.7,47.8,52.2,,,,,,,
12X198,PS 198,20082009,95.9,407,10.3,25.3,0.5,38.1,58.7,1.0,54.3,45.7,,,,,,,
12X211,PS 211,20082009,95.6,699,28.5,25.6,0.4,14.2,84.8,0.4,48.6,51.4,,,,,,,
12X212,PS 212,20082009,87.0,467,13.3,17.8,1.3,36.4,59.3,2.1,50.5,49.5,,,,,,,
12X214,PS 214,20082009,73.0,816,8.7,19.0,1.2,30.9,66.1,0.5,49.6,50.4,,,,,,,
12X216,BUS. SCHL. ENTREPREN. STUDIES,20082009,90.8,232,25.0,35.8,1.7,23.3,73.7,0.0,53.9,46.1,,,,,,,
12X217,SCHOOL OF PERFORMING ARTS,20082009,85.6,382,19.6,26.2,2.1,22.8,74.3,0.3,50.5,49.5,,,,,,,
12X242,MOTT HALLL V,20082009,100.0,251,6.8,17.5,3.6,34.3,61.4,0.8,51.8,48.2,,,,,,,
12X245,NEW DAY ACADEMY,20082009,86.2,479,12.5,16.3,0.0,45.7,53.7,0.4,45.9,54.1,,,,,,,
12X248,THE METROPOLITAN HIGH SCHOOL,20082009,82.7,334,19.8,13.5,0.6,32.3,65.9,0.3,48.5,51.5,,,,,,,
12X251,EXPLORATIONS ACADEMY,20082009,74.4,354,11.3,15.0,0.8,30.5,67.2,1.1,47.7,52.3,,,,,,,
12X262,BRONX HIGH SCHOOL FOR PERFORMANCE & STAGECRAFT,20082009,80.6,409,7.1,19.3,1.2,46.0,51.3,0.7,18.8,81.2,44.4,22.2,0.0,22.2,22.2,37.0,18.5
12X267,BRONX LATIN,20082009,79.3,308,9.4,19.8,1.3,27.6,70.8,0.0,51.3,48.7,,,,,,,
12X271,EAST BRONX ACADEMY FOR THE FUTURE,20082009,79.7,620,10.0,20.8,1.6,33.4,63.5,1.5,54.4,45.6,70.1,25.4,1.5,23.9,44.8,17.9,11.9
12X273,FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL,20082009,76.0,247,7.7,19.8,0.4,40.1,57.5,1.6,49.4,50.6,,,,,,,
12X278,PEACE AND DIVERSITY ACADEMY,20082009,72.2,337,7.7,11.9,2.1,32.3,62.0,2.4,47.5,52.5,60.2,60.2,0.0,60.2,0.0,34.9,4.8
12X286,FANNIE LOU HAMER MIDDLE SCHOOL,20082009,84.1,232,17.2,20.3,1.3,23.3,73.7,1.3,53.4,46.6,,,,,,,
12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,20082009,61.3,637,18.5,15.7,0.6,42.9,55.4,0.2,48.7,51.3,,,,,,,
12X316,KAPPA III,20082009,60.2,250,5.2,19.6,2.8,38.4,57.2,1.2,45.6,54.4,,,,,,,
12X318,IS 318 MATH SCI &TECH THRU ART,20082009,95.6,360,12.5,20.8,1.1,34.4,63.6,0.3,51.1,48.9,,,,,,,
12X341,ACCION ACADEMY,20082009,70.6,170,12.4,17.1,0.0,37.6,61.2,0.6,53.5,46.5,,,,,,,
12X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,20082009,66.0,264,11.4,15.5,6.8,18.6,66.7,7.2,48.9,51.1,,,,,,,
12X383,EMOLIOR ACADEMY,20082009,60.0,61,11.5,24.6,0.0,39.3,60.7,0.0,52.5,47.5,,,,,,,
12X384,ENTRADA ACADEMY,20082009,60.0,112,17.0,30.4,0.9,25.0,72.3,0.0,57.1,42.9,,,,,,,
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,20082009,60.0,93,100.0,0.0,0.0,0.0,100.0,0.0,49.5,50.5,,,,,,,
12X480,BRONX REGIONAL HIGH SCHOOL,20082009,76.4,366,6.0,10.1,0.3,49.7,48.4,1.1,41.5,58.5,27.3,3.6,0.0,3.6,23.6,62.7,10.0
12X550,HIGH SCHOOL OF WORLD CULTURES,20082009,90.6,292,89.7,0.0,6.2,6.5,86.6,0.3,49.7,50.3,68.9,52.5,3.3,49.2,16.4,26.2,4.9
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,20082009,80.4,289,7.6,19.0,2.8,32.2,64.0,1.0,72.7,27.3,43.1,13.7,0.0,13.7,29.4,31.4,15.7
13K103,SATELLITE THREE,20082009,57.7,270,3.3,11.9,2.6,85.2,10.7,1.1,49.6,50.4,,,,,,,
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,20082009,81.1,501,10.4,25.3,1.0,32.5,66.1,0.2,49.3,50.7,67.7,58.1,0.0,58.1,9.7,18.3,9.7
12X684,WINGS ACADEMY,20082009,74.0,532,7.0,18.2,2.1,47.6,48.1,0.4,50.4,49.6,53.5,36.4,3.9,32.6,17.1,32.6,9.3
12X690,MONROE ACADEMY FOR BUSINESS/LAW,20082009,77.7,523,13.0,15.5,0.6,28.7,69.4,0.8,55.1,44.9,44.1,27.9,1.8,26.1,16.2,34.2,20.7
12X691,BRONX LITTLE SCHOOL,20082009,75.9,179,14.5,7.8,7.8,17.3,71.5,0.6,45.3,54.7,,,,,,,
12X692,MONROE ACADEMY FOR VISUAL ARTS,20082009,74.8,498,27.3,20.3,1.6,22.5,74.3,1.0,50.2,49.8,37.2,29.1,3.5,25.6,8.1,43.0,18.6
13K003,PS 003 THE BEDFORD VILLAGE,20082009,62.6,586,5.8,8.7,6.5,82.6,7.0,1.4,47.1,52.9,,,,,,,
13K008,PS 008 ROBERT FULTON,20082009,31.5,532,2.8,15.4,7.1,31.6,12.4,47.7,52.6,47.4,,,,,,,
13K009,PS 009 TEUNIS G BERGEN,20082009,72.1,518,4.6,15.4,6.6,68.7,14.1,7.7,46.5,53.5,,,,,,,
13K011,PS 011 PURVIS J BEHAN,20082009,61.4,521,1.0,11.1,1.2,83.7,6.3,6.7,47.6,52.4,,,,,,,
13K020,PS 020 CLINTON HILL,20082009,53.7,397,1.3,11.3,2.3,74.3,16.4,5.5,49.9,50.1,,,,,,,
13K044,PS 044 MARCUS GARVEY,20082009,93.6,486,1.2,10.1,3.1,88.1,8.0,0.4,52.1,47.9,,,,,,,
13K046,PS 046 EDWARD C BLUM,20082009,89.8,348,16.7,19.0,0.9,46.0,49.4,2.9,52.6,47.4,,,,,,,
13K054,PS 054 SAMUEL C BARNES,20082009,76.0,277,7.2,20.2,2.5,60.6,33.2,2.2,49.1,50.9,,,,,,,
13K056,PS 056 LEWIS H LATIMER,20082009,80.1,323,3.7,19.8,2.2,82.7,10.8,2.8,51.1,48.9,,,,,,,
13K067,PS 067 CHARLES A DORSEY,20082009,90.9,224,2.2,15.6,1.3,71.4,24.6,1.3,52.2,47.8,,,,,,,
13K093,PS 093 WILLIAM H PRESCOTT,20082009,94.6,415,6.5,9.9,9.9,79.5,8.0,0.5,49.2,50.8,,,,,,,
13K113,JHS 113/OLD 294 EDMONDS CNTR,20082009,63.2,908,2.3,18.5,2.1,80.0,16.1,1.0,44.5,55.5,,,,,,,
13K117,JHS 117 FRANCIS SCOTT KEY,20082009,75.0,122,8.2,34.4,0.0,66.4,32.0,0.8,56.6,43.4,,,,,,,
13K133,PS 133 WILLIAM A BUTLER,20082009,75.3,282,5.0,23.8,2.1,41.8,49.6,4.3,54.3,45.7,,,,,,,
13K256,PS 256 BENJAMIN BANNEKER,20082009,77.5,386,7.0,11.4,1.8,73.6,19.4,2.1,54.7,45.3,,,,,,,
13K258,JHS 258 DAVID RUGGLES,20082009,74.3,118,9.3,21.2,9.3,74.6,11.9,1.7,44.1,55.9,,,,,,,
13K265,JHS 265 SUSAN S. MCKINNEY,20082009,64.6,546,2.4,15.0,1.3,77.3,19.2,1.3,39.2,60.8,71.4,61.2,0.0,61.2,10.2,18.4,6.1
13K266,MS 266 PARK PLACE COMM. MS,20082009,69.8,202,1.5,5.9,1.5,68.8,27.2,1.5,50.0,50.0,,,,,,,
13K270,PS 270 JOHANN DEKALB,20082009,91.7,249,4.4,18.5,0.8,77.5,18.5,2.0,57.0,43.0,,,,,,,
13K282,PS 282 PARK SLOPE,20082009,45.1,861,1.3,7.1,1.7,69.8,22.4,5.3,45.3,54.7,,,,,,,
13K287,PS 287 BAILEY K ASHFORD,20082009,90.0,179,3.4,33.5,5.0,69.8,20.7,2.2,57.0,43.0,,,,,,,
13K301,SATELLITE EAST MIDDLE SCHOOL,20082009,76.8,261,1.5,16.1,2.3,85.8,10.7,0.0,47.5,52.5,,,,,,,
13K305,PS 305 DR PETER RAY,20082009,83.8,408,2.9,9.6,2.0,83.1,12.3,2.2,54.9,45.1,,,,,,,
13K307,PS 307 DANIEL HALE WILLIAMS,20082009,74.4,258,1.9,19.8,0.8,69.8,27.5,1.6,48.8,51.2,,,,,,,
13K313,SATELLITE WEST MIDDLE SCHOOL,20082009,78.8,269,1.1,20.4,0.0,76.2,22.7,1.1,48.0,52.0,,,,,,,
13K336,THE URBAN ASSEMBLY ACADEMY OF BUSINESS AND COMMU,20082009,71.4,201,2.0,22.4,2.0,89.1,8.0,0.5,99.0,1.0,,,,,,,
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART,20082009,69.1,381,2.6,12.1,2.4,70.9,22.8,1.3,47.0,53.0,,,,,,,
31R005,PS 005 HUGUENOT,20082009,8.4,222,1.8,11.3,4.1,0.0,5.4,90.1,50.0,50.0,,,,,,,
13K412,BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATIONS,20082009,61.6,324,1.2,15.4,0.6,84.0,13.9,1.2,51.9,48.1,,,,,,,
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE,20082009,54.4,956,3.8,8.4,5.5,81.1,11.6,1.3,59.2,40.8,67.6,49.4,2.8,46.6,18.2,25.6,5.7
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,20082009,36.2,4662,0.0,0.6,57.4,13.1,8.0,21.0,58.2,41.8,92.3,92.3,84.0,8.2,0.0,6.8,0.4
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,20082009,80.0,405,75.6,0.0,31.4,17.3,37.5,13.8,52.3,47.7,79.3,40.2,0.0,40.2,39.0,17.1,3.7
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,20082009,59.4,450,1.3,10.7,1.8,80.4,16.9,0.4,26.9,73.1,89.5,67.4,0.0,67.4,22.1,9.3,0.0
13K492,URBAN ASSEMBLY ACADEMY OF ARTS AND LETTERS,20082009,43.5,277,0.0,16.6,1.4,74.4,14.8,7.9,48.4,51.6,,,,,,,
13K499,ACORN COMMUNITY HIGH SCHOOL,20082009,76.3,740,3.1,14.1,1.5,81.8,14.3,0.8,52.4,47.6,69.0,44.2,4.4,39.8,24.8,22.1,5.3
13K509,FREEDOM ACADEMY HIGH SCHOOL,20082009,55.4,316,1.6,16.8,2.8,77.2,16.5,1.9,50.6,49.4,53.8,51.9,0.0,51.9,1.9,40.4,5.8
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR,20082009,65.1,250,0.4,6.0,2.8,86.4,8.0,2.4,0.0,100.0,,,,,,,
13K553,BROOKLYN ACADEMY HIGH SCHOOL,20082009,71.1,257,1.9,8.6,0.4,82.1,16.0,1.2,46.7,53.3,12.0,1.2,0.0,1.2,10.8,79.5,7.2
13K571,MS 571,20082009,82.7,249,8.0,21.3,4.4,78.7,12.0,2.4,54.2,45.8,,,,,,,
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,20082009,70.1,115,0.0,3.5,0.0,81.7,14.8,0.9,50.4,49.6,31.5,9.3,0.0,9.3,22.2,61.1,7.4
13K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,20082009,73.3,51,11.8,13.7,7.8,76.5,5.9,9.8,60.8,39.2,,,,,,,
13K595,BEDFORD ACADEMY HIGH SCHOOL,20082009,49.4,336,0.0,4.8,0.9,89.9,6.8,0.6,45.5,54.5,96.6,91.5,58.1,33.3,5.1,1.7,0.9
13K596,KNOWLEDGE AND POWER PREPARATORY VII MIDDLE SCHOO,20082009,85.3,138,2.9,15.9,0.7,84.1,13.8,0.0,50.7,49.3,,,,,,,
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATI,20082009,56.1,917,2.0,14.5,2.1,74.8,19.8,2.0,67.9,32.1,52.7,17.4,5.0,12.4,35.3,22.4,11.6
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNIT,20082009,60.0,151,3.3,13.2,1.3,66.9,25.8,5.3,55.0,45.0,,,,,,,
13K670,BENJAMIN BANNEKER ACADEMY,20082009,50.7,865,0.0,3.8,2.7,83.7,11.1,1.4,39.3,60.7,91.6,87.8,56.7,31.1,3.8,5.5,2.9
14K016,PS 016 LEONARD DUNKLY,20082009,77.6,351,10.3,19.7,0.3,23.1,75.8,0.6,53.0,47.0,,,,,,,
14K017,PS 017 HENRY D WOODWORTH,20082009,79.4,400,17.8,25.5,3.3,3.5,85.3,5.8,53.8,46.3,,,,,,,
14K018,PS 018 EDWARD BUSH,20082009,82.3,246,18.7,5.7,0.0,20.3,76.4,2.4,45.1,54.9,,,,,,,
14K019,PS 019 ROBERTO CLEMENTE,20082009,89.8,450,26.9,18.9,0.4,2.0,94.9,1.6,55.1,44.9,,,,,,,
14K023,PS 023 CARTER C WOODSON,20082009,88.5,323,10.5,17.6,1.9,50.5,47.7,0.0,51.4,48.6,,,,,,,
14K031,PS 031 SAMUEL F DUPONT,20082009,65.9,529,4.5,9.8,11.7,3.6,48.8,34.2,50.3,49.7,,,,,,,
14K034,PS 034 OLIVER H PERRY,20082009,63.8,487,12.5,9.2,4.5,3.3,21.4,70.8,50.5,49.5,,,,,,,
14K049,JHS 049 WILLIAM J GAYNOR,20082009,90.3,104,21.2,20.2,0.0,34.6,65.4,0.0,46.2,53.8,,,,,,,
14K050,JHS 050 JOHN D WELLS,20082009,85.6,632,16.0,19.9,1.6,14.7,81.8,1.9,48.7,51.3,,,,,,,
14K059,PS 059 WILLIAM FLOYD,20082009,88.3,490,8.0,13.7,0.2,52.2,44.3,1.4,46.1,53.9,,,,,,,
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,20082009,76.6,920,18.4,25.0,0.3,21.5,74.8,3.2,54.5,45.5,61.3,34.7,0.0,34.7,26.7,29.3,8.0
